seed,input,predicted_label,predicted_explanation
7004,Placing a potato where can cause an explosion?,exhaust pipe,a potato can cause an explosion when placed in an exhaust pipe.
7004,What is the goal of working hard to achieve something?,accomplishment,accomplishment is the result of working hard.
7004,Where is a person doing housework likely to work?,nice home,nice home is a place where people live. house guest is a place where people live.
7004,"The woman was worried about environmental impact, what did she fret over while attempting to wash clothes?",use water,water is used for washing clothes.
7004,"The person was shocked when the FBI talked to her about some facebook posts, what did the person want?",freedom of expression,the person wants freedom of expression
7004,What does a chef do when working in the evening?,cook dinner,a chef cooks dinner in the evening.
7004,The hospital next to the Sears tower is where?,detroit,the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the sears tower is where the hospital next to the se
7004,Oil can fix the squeak on the hinges on what that you open or close when you drive to the store?,car door,car door hinges are hinges that are used to open or close doors.
7004,What happens to cats every day?,need food,cats need food every day. cats need food every day.
7004,What do people do when they don't understand something?,ask questions,people ask questions
7004,Why do manufacturers have many machines?,produce products,they produce products.
7004,"John joined the army because he wanted to see the world.  When the fighting started, he only saw what sort of things?",battlefield,
7004,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,sky,sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is
7004,"I knew a person who hated hospitals, so when she was in her last days what was her wish?",die at home,she hated hospitals. so she wanted to die at home.
7004,Where can I find a steakhouse with a view of canyons?,utah,
7004,What does a robot need to be able to be working?,energy,energy is the energy that a robot needs to be able to work. robots need energy to be able to work. robots need energy to be able to work.
7004,When does someone have to go to someone else for finding information about their adopted parents?,death,adoption is a legal process.
7004,What is a nerd most likely to have a curiosity to do that others wouldn't?,design software,nerds are curious people. they have curiosity to do things that others wouldn't.
7004,Where would you bring a picnic basket filled with food?,country,picnic basket is filled with food. picnic basket is filled with food.
7004,What does it mean when I have to do something not optional,mandatory,mandatory means i have to do something not optional.
